Success	Path Length (in meters)	Average Clearance (in meters)	Computation_time	Smoothness Factor
success,7.831724985982927,0.38562962962962966,135,8.825839901000782
success,16.0677700903921,0.38614545454545457,275,7.871360646205675
success,17.174594639158478,0.41481228668941983,293,75.09363301703831
success,11.036850984269007,0.41206349206349213,189,62.04272056706181
success,17.373584611649097,0.44023569023569026,297,11.194890441283574
success,11.93251093652122,0.4345812807881773,203,24.31965487165055
success,17.369150707089215,0.42372881355932207,295,12.77163025847182
fail,6.6828852639488305,0.33956140350877195,114,130.33109747197923
success,22.154895185677088,0.4353580901856764,377,70.09375038887772
success,11.34101161350031,0.44220512820512814,195,54.501327735298396
**********,**********,**********,**********,**********
Successful Trials,9
Total Trials,10
Percentage Success,90.0
Mean Path Length (meters),14.698010417137716,Standard Deviation in Path Length,4.435311735117008
Mean Clearance (meters),0.4194177628779989,Standard Deviation in Clearance,0.02173488482373849
Mean Computation Time,251.0,Standard Deviation in Computation Time,75.0066663703967
Mean Smoothness,36.30164531409874,Standard Deviation in smoothness,28.57301148781308
**********,**********,**********,**********,**********
