Success	Path Length (in meters)	Average Clearance (in meters)	Computation_time	Smoothness Factor
success,6.768063908545265,0.4196551724137931,116,8.771191534157943
success,10.148160177851594,0.38602339181286555,171,7.824376012584567
success,11.615281838366041,0.40512820512820513,195,33.08837318925376
success,8.660035645228529,0.3841891891891892,148,4.598392542077592
success,10.16619024530918,0.4052023121387283,173,5.00934955414396
success,9.93970147456411,0.3682738095238095,168,24.941207349562063
success,13.294500068558634,0.38599999999999995,225,5.487636225085161
success,12.344710826728615,0.39086538461538467,208,33.365243263569106
success,10.877486351560794,0.4213440860215054,186,4.278710475975458
success,9.693255893717591,0.3860119047619047,168,93.71330166991862
**********,**********,**********,**********,**********
Successful Trials,10
Total Trials,10
Percentage Success,100.0
Mean Path Length (meters),10.350738643043035,Standard Deviation in Path Length,1.8525824373967124
Mean Clearance (meters),0.39526934556053855,Standard Deviation in Clearance,0.016991677438405687
Mean Computation Time,175.8,Standard Deviation in Computation Time,30.607914735317145
Mean Smoothness,22.107778181632824,Standard Deviation in smoothness,27.80408252100681
**********,**********,**********,**********,**********
